,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
4494,42270004,casino,4547900.0,435800.0,42270,RN 82 LIEU DIT RATARIEUX,Saint-Priest-en-Jarez,R
5351,50800001,casino,4884722.1839944,-121073.91369823,50800,Rond point des Estuaires,VILLEDIEU-LES-POêLES,R
9824,89500001,casino,4808800.0,329600.0,89500,Rue Braubach,VILLENEUVE-SUR-YONNE,R
4477,42190002,casino,4615391.0,417359.0,42190,Chemin de la Montalais,Charlieu,R
4474,42170002,casino,4550600.0,424600.0,42170,146 RTE DE BONSON,Saint-Just-Saint-Rambert,R
9473,85560002,casino,4642500.0,-149400.0,85560,RUE GEORGES CLEMENCEAU,LONGEVILLE-SUR-MER,R
4448,42110004,casino,4574069.0,421736.0,42110, Grande Rue de Randan,FEURS,R
3005,30960002,casino,4422700.0,416300.0,30960,ROUTE DE LA GARE,Les Mages,R
1211,13600014,casino,4319048.6495313,560222.89543933,13600,Lieu-dit Pignet de Rohan,La Ciotat,R
3007,30980001,casino,4380672.0,423172.0,30980, Route de Nîmes,SAINT-DIONIZY,R
336,4300001,casino,4395100.0,577100.0,4300,Quartier Beaudine Centre Commercial Les 3 Routes,Forcalquier,R
3080,31250002,casino,4346286.84168,200552.072067,31250,Chemin des Bordes,REVEL,R
5770,56370003,casino,4752800.0,-275700.0,56370,Kerblanquette,SARZEAU,R
3400,33450006,casino,4487400.0,-43000.0,33450,10 Route de Lalande,Montussan,R
56,1320002,casino,4599800.0,517700.0,1320,Lieu dit lePetit Étang,Chalamont,R
5763,56340003,casino,4758100.0,-308200.0,56340,Avenue des Salines,Carnac,R
4577,43100003,casino,4528982.0,338717.0,43100,Avenue Léon Blum,Brioude,R
3658,34790001,casino,4364800.0,383100.0,34790,2 rue Nicolas Appert,GRABELS,R
9590,87120002,casino,4573811.0,173414.0,87120,Le Claud RN 79,Eymoutiers,R
4581,43110001,casino,4536955.0,420235.0,43110,Avenue de Firminy,AUREC-SUR-LOIRE,R
7062,66210002,casino,4250278.0,207801.0,66210,Grande Rue,Bolquère,R
9131,83320001,casino,4309261.0,607816.0,83320,Quartier Saint Vincent RN 559,CARQUEIRANNE,R
8032,74120003,casino,4587109.0,662990.0,74120, Route de Sallanches,DEMI-QUARTIER,R
527,6600014,casino,4357900.0,711100.0,6160,Rue Nicolas Aussel,ANTIBES,R
2343,25300001,casino,4690900.0,633900.0,25300,66 Rue de Salins,PONTARLIER,R
1064,13112002,casino,4339000.0,559800.0,13112,Lieu dit Souque Nègre RN 96,LA DESTROUSSE,R
7533,69500006,casino,4575100.0,490900.0,69500,296 Route de Genas,Bron,R
1029,13013008,casino,4334023.61168,542064.429815,13013,1 Avenue de Château-Gombert - angle notre dame de la consolation,MARSEILLE,R
2301,25000009,casino,4723100.0,599400.0,25000,110 Rue de Dole,BESANçON,R
4126,38520004,casino,4505500.0,603100.0,38520,LE PRE DES ROCHES,Le Bourg-d'Oisans,R
2426,26120003,casino,4490184.20072,501047.652172,26120,Avenue de Valence,CHABEUIL,R
10342,95500014,casino,4900800.0,246500.0,95500,Avenue des Violettes,Le Thillay,R
7576,69780001,casino,4564700.0,502500.0,69780,Route d'Heyrieux,Saint-Pierre-de-Chandieu,R
2379,25500006,casino,4705733.0,661078.0,25500,4 Rue du Clos Jeune,MORTEAU,R
8614,78250002,casino,4901009.0,189914.0,78250,60 Rue du Vexin,HARDRICOURT,R
2814,29610002,casino,4857000.0,-370800.0,29610,AVENUE DU MARECHAL LECLERC,PLOUIGNEAU,R
921,12210001,casino,4468500.0,285100.0,12210,Rue Lavernhe,Laguiole,R
2761,29260003,casino,4857521.12173,-431669.35676,29260,Boulevard des frères Lumière,LESNEVEN,R
2820,29660002,casino,4866000.0,-391900.0,29660,2 RUE DU PARC COZ,CARANTEC,R
7563,69672001,casino,4573300.0,490800.0,69500,142 Avenue Franklin Roosevelt,Bron,R
8035,74120008,casino,4587149.9809676,663053.51996824,74120,271 ROUTE DE SALLANCHES,DEMI-QUARTIER,R
4120,38510002,casino,4566700.0,547400.0,38510,230 Route de Chartreuse,Vézeronce-Curtin,R
8000,73600009,casino,4548851.3222932,652767.14991974,73600,446 Avenue des XVI E JO D'Hiver,Moûtiers,R
4041,38270002,casino,4534500.0,507400.0,38270,1387 route Beaurepaire,SAINT-BARTHELEMY,R
4074,38350002,casino,4492457.1125711,578254.89754642,38350,Z.I. de La Mure,Susville,R
588,7200005,casino,4461200.0,440900.0,7200,Rue de Montélimar,Saint-Didier-sous-Aubenas,R
2894,30129001,casino,4382430.85249,449784.641454,30129,route Beaucaire,REDESSAN,R
2881,30100017,casino,4413230.4967889,407406.47782629,30100,QUAI BILINA,ALES,R
9415,85210004,casino,4655975.0,-106062.0,85210, Route de Nantes,SAINTE-HERMINE,R
7645,70320003,casino,4788241.0,631047.0,70320,Avenue Jacques Parisot,CORBENAY,R
8527,77520001,casino,4847600.0,314000.0,77520,2 Rue du Montpensier,DONNEMARIE-DONTILLY,R
1053,13100008,casino,4351600.0,546300.0,13100,Avenue des Infirmeries,Aix-en-Provence,R
2396,25660003,casino,4722800.0,611400.0,25660,4 Rue du Lac,SAôNE,R
2889,30126003,casino,4406000.0,471300.0,30126,Route de Saint-Géniès-de-Comolas,Saint-Laurent-des-Arbres,R
2192,23600002,casino,4634900.0,221700.0,23600,Avenue Pierre Leroux,BOUSSAC,R
8432,77164001,casino,4882700.0,270400.0,77164,Avenue James de Rothschild,FERRIèRES-EN-BRIE,R
1193,13530002,casino,4344900.0,568600.0,13530,Chemin du Loup,TRETS,R
2982,30620001,casino,4376700.0,428200.0,30620,Chemin de Calvisson,Bernis,R
2709,29000005,casino,4798190.33259,-407369.166369,29000,2 Avenue de Ty Bos,QUIMPER,R
8873,80440001,casino,4986500.0,237900.0,80440,8 Avenue Phileas Fogg,Glisy,R
7345,68440002,casino,4773100.0,741700.0,68440,63 Rue du Général de Gaulle,Habsheim,R
8375,76810001,casino,4983477.0,85970.0,76740,LE BUQUET,LA GAILLARDE,R
2874,30100002,casino,4413296.619,407485.022,30100,Quai Bilina,ALèS,R
724,10000006,casino,4828900.0,407600.0,10000,3 Rue de la Mission,TROYES,R
8416,77140005,casino,4826800.0,271300.0,77140,"28, rue du Général De Gaulle",NEMOURS,R
2897,30130002,casino,4425993.0,464752.0,30130,1 Av. du Président Kennedy,PONT-SAINT-ESPRIT,R
7639,70300005,casino,4781280.0,636709.0,70300,Avenue du Maréchal Turenne,LUXEUIL-LES-BAINS,R
2229,24200005,casino,4487600.0,121300.0,24200,Route de BERGERAC,Sarlat-la-Canéda,R
8752,79200008,casino,4660940.29,-23516.606,79200,46 route de ST-MAIXENT,POMPAIRE,R
8146,74930002,casino,4612167.98273,626786.351401,74930,240 IMPASSE DES CONTAMINES,PERS JUSSY,R
4038,38260005,casino,4539200.0,525800.0,38260,Rue Salpêtrière,LA CôTE-SAINT-ANDRé,R
7624,70190003,casino,4742081.249,607470.883,70190,ZA DE LA CHARRIERE,Rioz,R
9642,87440001,casino,4571000.0,76300.0,87440,Route de Rochechouart,SAINT-MATHIEU,R
1944,21130011,casino,4719154.8205136,539149.92751464,21130,9 rue du Colonel Redoutey,Auxonne,R
9070,83140005,casino,4309246.0,584441.0,83140,Avenue Maréchal Juin,Six-Fours-les-Plages,R
6717,62840001,casino,5062600.0,277300.0,62840,57 Rue Robert Parfait,LAVENTIE,R
6726,62880001,casino,5045900.0,288500.0,62880,53 Rue Joseph Mattei,ANNAY,R
5122,49000001,casino,4746900.0,-52500.0,49000,Rue du Grand Montrejeau,ANGERS,R
390,5300002,casino,4431200.0,582500.0,5300,11 avenue du Maquis Morvan,Laragne-Montéglin,R
9035,82500003,casino,4389200.0,101200.0,82500,ZAC DE BORDEVIEILLE,Beaumont-de-Lomagne,R
9086,83170006,casino,4341000.0,606300.0,83170,Carrefour de l'Europe,BRIGNOLES,R
2526,26800004,casino,4487500.0,487900.0,26800,Place du 8 Mai 1945,PORTES-LèS-VALENCE,R
1316,14170003,casino,4902218.0,-2946.0,14170,RUE DE LISIEUX,Saint-Pierre-sur-Dives,R
9630,87350001,casino,4582753.0,129180.0,87350,2 Avenue Léonard Limosin,Panazol,R
9005,82200003,casino,4410600.0,109200.0,82200,2 Boulevard du Quercy,Moissac,R
6891,64140003,casino,4331500.0,-37800.0,64140,163 Av. Jean Mermoz,LONS,R
3380,33400004,casino,4480700.0,-59100.0,33400,412 Cours de la Libération,TALENCE,R
278,3410010,casino,4636200.0,253400.0,3410,8 RUE ANDRE MESSAGER,DOMERAT,R
526,6600013,casino,4359000.0,711000.0,6600,70 Avenue Philippe Rochat,ANTIBES,R
3511,34000011,casino,4364430.0,384361.0,34090,812 route de Ganges,MONTPELLIER,R
9615,87270002,casino,4585841.0,124292.0,87270, Avenue de Limoges,COUZEIX,R
9026,82400002,casino,4410900.0,88800.0,82400,Boulevard Victor Guilhem,Valence,R
3325,33240001,casino,4501300.0,-42500.0,33240,Avenue de l'Europe,SAINT-ANDRé-DE-CUBZAC,R
9098,83200003,casino,4312700.0,590300.0,83200,Boulevard Briand,TOULON,R
489,6370001,casino,4361390.09321,697646.64324,6370,1006 Chemin des Gourettes,MOUANS-SARTOUX,R
2858,29910002,casino,4785605.9861424,-385712.3476438,29910,Route de Concarneau,TRéGUNC,R
7991,73500004,casino,4519967.8297369,666917.4557955,73500,19 cours Aristide Briand,Modane,R
1168,13410002,casino,4364862.0,525565.0,13410,Avenue Jean Monnet,LAMBESC,R
1164,13400009,casino,4328409.39903,554404.392489,13400,RN 8 Quartier le Charrel,AUBAGNE,R
7608,70100005,casino,4745410.0,558994.0,70100,Rue Charles Couyba,ARC-LèS-GRAY,R
2916,30190003,casino,4392419.0,426390.0,30190,Avenue Charles de Gaulle,LA CALMETTE,R
7413,69110003,casino,4574200.0,479800.0,69110,28 Avenue Maurice JARROSSON,Sainte-Foy-lès-Lyon,R
1158,13390001,casino,4336800.0,564300.0,13390,Quartier de la Glacière,AURIOL,R
8705,78890004,casino,4881172.8101522,176368.08872305,78890,29 ROUTE DE LA GARE,Garancières,R
4174,38920001,casino,4527100.0,589300.0,38920,Rue de Belledonne,CROLLES,R
8562,77870001,casino,4843400.0,275300.0,77870,44 Route d'Héricy,VULAINES-SUR-SEINE,R
7892,72460002,casino,4806400.0,27900.0,72460,ZAC DE L'EPINE,Savigné-l'Évêque,R
3803,35650001,casino,4809300.0,-178200.0,35650,rue de Mahomat,LE RHEU,R
4314,40280005,casino,4387600.0,-50700.0,40280,600 AVENUE DE SAINT SEVER,Saint-Pierre-du-Mont,R
4095,38440002,casino,4549600.0,514300.0,38440,174 ROUTE DES ECHARRIERES,SAINT-JEAN-DE-BOURNAY,R
3464,33700009,casino,4482800.0,-62100.0,33700,Allée des Conviviales,Mérignac,R
9790,89200007,casino,4748900.0,390100.0,89200,Avenue de la Morlande,AVALLON,R
6744,63000016,casino,4578019.0,307141.0,63000, Boulevard Berthelot,CLERMONT-FERRAND,R
5091,48100004,casino,4455700.0,329100.0,48100,Avenue Théophile Roussel,MARVEJOLS,R
3613,34500007,casino,4335600.0,323900.0,34500,Route de Pézenas,BéZIERS,R
9113,83250003,casino,4313744.8422927,623149.38102769,83250,Le Village Pont de Pansard,LA LONDE-LES-MAURES,R
9121,83270002,casino,4318090.50761,571030.196549,83270,ZAC des Pradeaux,SAINT-CYR-SUR-MER,R
4967,46300005,casino,4473900.0,138900.0,46300,AVENUE GAMBETTA,Gourdon,R
2827,29720002,casino,4789990.2079268,-428514.91995393,29720,26 rue Henri Lautrédou,PLONéOUR-LANVERN,R
1936,21121001,casino,4735600.0,503200.0,21121,1 Rue Les Près Potets,Fontaine-lès-Dijon,R
780,10600001,casino,4833300.0,402300.0,10600,RN 19,Barberey-Saint-Sulpice,R
8129,74600001,casino,4587700.0,608900.0,74600,Avenue d'Aix-les-Bains,Seynod,R
4776,44600001,casino,4725900.0,-226500.0,44600,332 Route de la Côte d'Amour,SAINT-NAZAIRE,R
933,12300001,casino,4455500.0,225900.0,12300,2 Avenue Paul Ramadier,DECAZEVILLE,R
4140,38600001,casino,4519700.0,567300.0,38600,120 BD PAUL LANGEVIN,Fontaine,R
7330,68307001,casino,4758400.0,755900.0,68300,45 Avenue Général de Gaulle,SAINT-LOUIS,R
10,1100001,casino,4628404.0,566282.0,1100,ROUTE DE DORTAN,Arbent,R
1312,14160002,casino,4927600.0,-10300.0,14160,Boulevard Maurice Thorez,DIVES-SUR-MER,R
2040,22000001,casino,4852000.0,-279200.0,22000,LES VILLAGES,Saint-Brieuc,R
1507,16430001,casino,4571500.0,21300.0,16430,RN10 LES GRANDES CHAUMES,CHAMPNIERS,R
9502,86011002,casino,4657600.0,37500.0,86000,Beaulieu - 2 Avenue de Lafayette,POITIERS,R
6890,64140001,casino,4332900.0,-38200.0,64140,21 Avenue Didier Daurat,LONS,R
1759,19360001,casino,4516800.0,156100.0,19360,RUE PASTEUR,Malemort-sur-Corrèze,R
2469,26300001,casino,4503500.0,505300.0,26300,13 allée des alpes,BOURG-DE-PéAGE,R
2708,29000001,casino,4797400.0,-409300.0,29000,Route de Bénodet,Quimper,R
1985,21300001,casino,4728500.0,502200.0,21300,ZONE INDUSTRIELLE,CHENôVE,R
1019,13012001,casino,4329505.0,544450.0,13012,Avenue William Booth,MARSEILLE,R
3956,37520001,casino,4737700.0,65500.0,37520,Chemin des Minimes,La Riche,R
1218,13626001,casino,4364200.0,502200.0,13300,Route de Miramas,SALON-DE-PROVENCE,R
3041,31150001,casino,4368754.79952,140426.574746,31150,ROUTE DE PARIS,FENOUILLET,R
7729,71300001,casino,4667800.0,437000.0,71300,BOULEVARD DE LATTRE DE TASSIGNY,MONTCEAU-LES-MINES,R
9149,83400001,casino,4311491.0871653,611004.20688329,83400,Chemin du Roubaud,HYèRES,R
4438,42030001,casino,4544237.1884059,441927.50511172,42000,"140 Rue de la Montat, Quartier de Monthieu",SAINT-ÉTIENNE,R
4462,42150001,casino,4541300.0,437400.0,42150,La Béraudière,La Ricamarie,R
2451,26216001,casino,4455513.6864167,473743.34225823,26200,24 Avenue John F. Kennedy,Montélimar,R
3436,33600001,casino,4478500.0,-63600.0,33600,AVENUE G EIFFEL,Pessac,R
3019,31106001,casino,4356900.0,139300.0,31100,PLACE EDOUARD BOUILLIERES,Toulouse,R
2995,30900001,casino,4381000.0,436000.0,30900,Avenue du Docteur Claude Baillet,NîMES,R
7667,71100001,casino,4679700.0,483600.0,71100,CENTRE COMMERCIAL LA THALIE,Chalon-sur-Saône,R
3517,34070001,casino,4358700.0,388900.0,34070,Avenue du Mas Argelliers,Montpellier,R
7954,73204001,casino,4565527.38867,636371.136987,73200,zi du Chiriac,ALBERTVILLE,R
9661,88000001,casino,4816057.0,645091.0,88000,30 Rue de Remiremont,ÉPINAL,R
8727,79025001,casino,4634200.0,-37700.0,79180,c commercial geant casino route de paris,Chauray,R
357,5000001,casino,4456700.0,610200.0,5000,28 Boulevard d'Orient,Gap,R
1260,13800001,casino,4349800.0,497900.0,13800,ROUTE DE FOS SUR MER,ISTRES,R
1050,13097001,casino,4353556.0,541340.0,13090, Avenue de Brédasque,AIX-EN-PROVENCE,R
4151,38670001,casino,4557400.0,481100.0,38670,Avenue Frédéric Mistral,Chasse-sur-Rhône,R
2409,26000001,casino,4490800.0,487800.0,26000,avenue de provence,VALENCE,R
623,7430001,casino,4525497.0,468704.0,7430,LE MAS,Davézieux,R
4624,43750001,casino,4502721.00503,388039.236649,43750,AVENUE JEANNE D'ARC,VALS-PRèS-LE-PUY,R
2772,29291001,casino,4857275.8616143,-384978.13511302,29600,CENTRE COMMERCIAL BRETAGNIA,MORLAIX,R
5071,47550001,casino,4417800.0,63300.0,47550,Route de Layrac,Boé,R
2090,22300001,casino,4874768.0,-345904.0,22300,Route de Perros Guirec,Lannion,R
468,6270001,casino,4363990.0764176,713859.90904824,6270,Route du Bord-de-Mer,VILLENEUVE-LOUBET,R
1252,13751001,casino,4341700.0,535600.0,13170,Avenue du Plan de Campagne,LES PENNES-MIRABEAU,R
5809,56607001,casino,4777500.0,-334600.0,56600,78 Rue Ambroise Croizat,LANESTER,R
9208,83580001,casino,4326200.0,657800.0,83580,3869 RD 98A,GASSIN,R
4179,39000001,casino,4667404.13018,553981.363906,39000,Rue des Salines,LONS-LE-SAUNIER,R
804,11100001,casino,4316040.7067493,298237.27728397,11100,Avenue d'Espagne,NARBONNE,R
2642,28112001,casino,4843598.6687357,144325.26487709,28110,ROUTE DU MANS,Lucé,R
2745,29200001,casino,4841266.0,-446841.0,29200,Rue de Gouesnou,BREST,R
9749,89000001,casino,4781522.6277037,357263.98863196,89000,AVENUE HAUSSMAN,Auxerre,R
7016,65310001,casino,4321000.0,7400.0,65310,D935 Route de Bagnères,Laloubère,R
3298,33140001,casino,4477400.0,-56300.0,33140,Route de Toulouse,VILLENAVE-D'ORNON,R
453,6211001,casino,4353400.0,693400.0,6210,Avenue de Fréjus,Mandelieu-la-Napoule,R
9212,83600001,casino,4342200.0,673100.0,83600,ROUTE NATIONALE 98,FRéJUS,R
7702,71210001,casino,4677900.0,444100.0,71210,Avenue du 8 Mai 1945,TORCY,R
4087,38407001,casino,4518600.0,576000.0,38400,76 AVENUE GABRIEL PERI,Saint-Martin-d'Hères,R
4561,42700001,casino,4537500.0,427700.0,42700,Rue de Chazeau,FIRMINY,R
8022,74100001,casino,4619600.0,625500.0,74100,14 Rue de la Résistance,Annemasse,R
890,12100001,casino,4411714.0,306997.0,12100,150 Boulevard Georges Brassens,Millau,R
9003,82170002,elan,4381300.0,131600.0,82170,190 ROUTE DE TOULOUSE,POMPIGNAN,R
9412,85200004,elan,4645900.0,-78800.0,85200,26 bd du Bas Poitou,Fontenay-le-Comte,R
2288,24620003,elan,4497000.0,104400.0,24620,2161 ROUTE DE LA VALLEE,Tursac,R
3480,33730001,elan,4446000.0,-37500.0,33730,15 Rue Lafon Isore,VILLANDRAUT,R
1398,14880002,elan,4927700.0,-31800.0,14880,Route de Caen,HERMANVILLE-SUR-MER,R
1370,14520002,elan,4934761.0,-80672.0,14520,45 ROUTE D'OMAHA,Sainte-Honorine-des-Pertes,R
1615,17520002,elan,4555800.0,-40200.0,17520,5 rue de saintonge,Jarnac-Champagne,R
2735,29160002,elan,4828245.0,-445693.0,29160,Rte de Tal Ar Groas,Lanvéoc,R
5778,56400006,elan,4767400.0,-300100.0,56400,108 Rue Abbé Philippe le Gall,Auray,R
8122,74540002,elan,4580200.0,597400.0,74540,224 route d'Annecy,Saint-Félix,R
3953,37500002,elan,4715400.0,23600.0,37500,ROUTE DE SAUMUR,CHINON,R
8123,74550001,elan,4630400.0,643700.0,74550,81 Route de Thonon,PERRIGNIER,R
756,10230002,elan,4867500.0,419100.0,10230,RN 7,Mailly-le-Camp,R
66,1360002,elan,4584900.0,512000.0,1360,316 Route de Lyon,BALAN,R
4413,41360003,elan,4790189.04008,91750.4929491,41360,ROUTE DU MANS,EPUISAY,R
3800,35600006,elan,4766100.0,-208500.0,35600,8 RUE DE LA BARRE,Redon,R
1618,17540001,elan,4621296.41345,-95411.960597634,17540,1 route de la mer,ANGLIERS,R
4040,38260008,elan,4534100.0,519700.0,38260,1070 Avenue des Alpes,MARCILLOLES,R
2524,26790006,elan,4429036.2632079,485205.07813237,26790,"87, Route De Bouchet",Suze La Rousse,R
3813,35740001,elan,4814800.0,-176700.0,35740,34 Bd Dumaine de la Josserie,Pacé,R
1947,21140002,elan,4749163.0,433834.0,21140,ROUTE DE DIJON,SEMUR-EN-AUXOIS,R
3951,37460001,elan,4713500.0,129800.0,37460,15 rue Victor Hugo,Nouans-les-Fontaines,R
7996,73540005,elan,4562486.75,644991.61,73540,Rue du Bompan Aire De Langon,La Bathie,R
5034,47310003,elan,4418400.0,57600.0,47310,45 Route d'Agen,Estillac,R
5039,47320002,elan,4436109.0,38049.0,47320,19 Rue Saffin,Clairac,R
5045,47390001,elan,4412937.82328,65982.0,47390,BOUHEBALLE,LAYRAC,R
7995,73540003,elan,4561200.0,645000.0,73540,399 rue de bompan,La Bâthie,R
3579,34320001,elan,4350555.0,330844.0,34320,39 Avenue de Cassan,Roujan,R
3581,34330001,elan,4359984.0,269757.0,34330,Allée du Plagnol,La Salvetat-sur-Agout,R
7761,71460003,elan,4667112.3523255,460245.0551902,71460,GRANDE RUE,Germagny,R
4353,40630001,elan,4414733.98051,-73781.9670456,40630,Route de Mont-de-Marsan,SABRES,R
6797,63300003,elan,4584800.0,353000.0,63300,52 Avenue Léo Lagrange,THIERS,R
595,7200012,elan,4462826.97,441624.53,7200,2 ROUTE DE L'ESCRINET,ST PRIVAT,R
8759,79230003,elan,4629801.0,-42635.0,79230,1675 Route de Niort,AIFFRES,R
3872,36600001,elan,4714300.0,157300.0,36600,ROUTE DE CHATEAUROUX,Valençay,R
6980,64800004,elan,4317699.0,-23820.0,64800,23 Avenue de la Gare,Coarraze,R
6983,64800008,elan,4314661.5074533,-25807.624582917,64800,65 RTE DE L'AUBISQUE,ASSON,R
3076,31240002,elan,4364900.0,148400.0,31240,AVENUE DE BAYONNE,L'UNION,R
4171,38880002,elan,4517000.0,553700.0,38880,190 CHEMIN DE CHAMP BERNARD,AUTRANS,R
4274,40140001,elan,4377900.0,-121600.0,40140,8 Rue Robert Dubaa,MAGESCQ,R
7932,73120001,elan,4541515.0,663731.0,73120,Le Carray,Courchevel,R
4177,38970000,elan,4481724.8642167,594842.8225132,38970,Route Napoleon,Corps,R
4415,41370001,elan,4778296.94401,151275.676194,41370,ROUTE DE MER,JOSNES,R
4178,38980001,elan,4532100.0,520700.0,38980,497 Route de Châtenay,Viriville,R
2234,24210004,elan,4514078.2119426,106991.89888855,24210,837 Avenue de la Libération,Thenon,R
8827,80160004,elan,4974100.0,215200.0,80160,1 Place du génèral de Gaulle,Conty,R
9248,83820001,elan,4315900.0,648300.0,83820,"28 avenue Etienne Gola,",le rayol,R
7031,65600002,elan,4322400.0,10200.0,65600,86 Avenue François Mitterrand,Séméac,R
3058,31200009,elan,4365400.0,142400.0,31200,AVENUE DES ETATS-UNIS,TOULOUSE,R
4196,39130004,elan,4657698.40204,574694.452849,39130,13 Route de Lons-le-Saunier,CLAIRVAUX-LES-LACS,R
5738,56230002,elan,4766400.0,-245200.0,56230,ZA de Lenruit,QUESTEMBERT,R
3289,33127002,elan,4480100.0,-77900.0,33127,1289 Avenue de Pierroton,Saint-Jean-d'Illac,R
6968,64520001,elan,4348200.0,-114400.0,64520,2 Rue Saint-Jacques,BIDACHE,R
8981,82000007,elan,4402500.0,133100.0,82000,395 AVENUE DE BORDEAUX,MONTAUBAN,R
8356,76700004,elan,4950300.0,21000.0,76700,48 Route d'Oudalle,GONFREVILLE-L'ORCHER,R
7020,65400004,elan,4300300.0,-9700.0,65400,"32, avenue du Général de Gaulle",ARGELES-GAZOST,R
7835,72120004,elan,4792700.0,72700.0,72120,RN 157,SAINT-CALAIS,R
7746,71390004,elan,4671495.0,469658.0,71390,1 Rue des Cordiers,Buxy,R
920,12200006,elan,4435957.6132494,198663.01067747,12200,Mas de souyri / Route de Montauban,Villefranche-de-Rouergue,R
3157,31530004,elan,4368500.0,121500.0,31530,ROUTE DE GRENADE,Lévignac,R
2138,22600005,elan,4817900.0,-268311.0,22600,z a des parpareux,Loudéac,R
7966,73300005,elan,4524000.0,627000.0,73300,Station Le Corbier - Le planet,LE CORBIER - VILLAREMBERT,R
4455,42120004,elan,4601495.0,409629.0,42120,31 boulevard Charles de Gaulle,LE COTEAU,R
3787,35550005,elan,4787285.0,-187765.0,35550,1 Rue de l'Écusson,Lohéac,R
544,6670010,elan,4385549.3454463,719733.28111143,6670,483 AVENUE PORTE DES ALPES,PLAN DU VAR,R
3476,33720005,elan,4463300.0,-33500.0,33720,La Tour Rn 113,Cérons,R
4076,38350005,elan,4491300.0,578400.0,38350,AVENUE DU 22 AOUT 1944,LA MURE,R
9557,86400004,elan,4615166.66,29441.68,86400,59 BIS AVENUE HENRI ROUCHER,CIVRAY,R
10002,92100010,elan,4883468.0,224193.0,92100,16 Avenue André Morizet,Boulogne-Billancourt,R
5581,54170001,elan,4852333.0,589412.0,54170,97 Rue Carnot,COLOMBEY-LES-BELLES,R
5255,50160003,elan,4904798.0,-99375.0,50160,"85, route de Saint Lô",Saint-Amand,R
3258,32500005,elan,4385300.0,66400.0,32500,1 Avenue du Corps Franc Pommiès,Fleurance,R
4630,44000005,elan,4723769.0,-153264.0,44300,55 Boulevard Jules Verne,Nantes,R
525,6600012,elan,4360700.0,712400.0,6600,841 Route de Nice,ANTIBES,R
9538,86220003,elan,4694800.0,60800.0,86220,Route Nationale 10 - Lieu-dit la Fosse aux Sables,Les Ormes,R
111,1640001,elan,4603500.0,539000.0,1640,573 route de Genève,Saint-Jean-le-Vieux,R
2179,23240002,elan,4616634.48197,164844.994641,23240,ZA les bois verts,Le Grand-Bourg,R
2278,24480002,elan,4484700.0,89900.0,24480,7 ROUTE DE BERGERAC,LE BUISSON DE CADOUIN,R
8267,76280004,elan,4963900.0,22600.0,76280,20 RUE DU GENERAL FAIDHERBE,GONNEVILLE LA MALLET,R
3501,33930001,elan,4537697.8748,-114406.334524,33930,"1, Avenue de l'Europe",VENDAYS-MONTALIVET,R
5288,50300006,elan,4870900.0,-131900.0,50300,22 Le Bourg Robert,Ponts,R
8283,76360003,elan,4953700.0,96100.0,76360,Avenue Aristide Briand,BARENTIN,R
1410,15000014,elan,4493338.44678,245007.665476,15000,15 BD JEAN JAURES,AURILLAC,R
592,7200009,elan,4453800.0,441700.0,7200,785 ROUTE DE RUOMS,Vogüé,R
2130,22540003,elan,4856555.8711003,-334030.61349487,22540,"45, avenue des Prunus",LOUARGAT,R
2274,24460002,elan,4534400.0,86900.0,24460,1049 Route de Gavarnie,Négrondes,R
394,5350001,elan,4475919.68,680774.96,5350,RN 547,Château-ville-vieille,R
5221,49610002,elan,4740343.97,-52738.9,49610,3 route de cholet,Mûrs-Erigné,R
8896,80690001,elan,5007880.52,199553.59,80690,17 ROUTE NATIONALE,Ailly-le-Haut-Clocher,R
3241,32200006,elan,4362800.0,87800.0,32200,Avenue de Cahuzac,Gimont,R
617,7380001,elan,4464466.28043,432898.392299,7380,Quartier de la gare,Lalevade-d'ardèche,R
10138,93360002,elan,4886200.0,251000.0,93360,3 CHEMIN DE MEAUX,Neuilly-Plaisance,R
9468,85530003,elan,4700700.0,-119000.0,85530,2 Rue André Defontaine,La Bruffière,R
5013,47200011,elan,4450500.0,22100.0,47200,1440 rte de Miramont de Guyenne,VIRAZEIL,R
7227,67580001,elan,4886840.0,768771.0,67580,18 RUE DE LA BITCHE,Mertzwiller,R
3808,35680001,elan,4805400.0,-132000.0,35680,ROUTE DE VITRE,Louvigné-de-Bais,R
8026,74100009,elan,4617800.0,624200.0,74100,132 Route de Bonneville,Vétraz-Monthoux,R
5144,49122003,elan,4713200.0,-94300.0,49122,RD PT DU MOULIN DES LANDES,BEGROLLES EN MAUGES,R
3909,37220002,elan,4711800.0,41800.0,37220,50 Rue Carnot,L'ÎLE-BOUCHARD,R
578,7150001,elan,4439700.0,438200.0,7150,La Plaine,Salavas,R
42,1230003,elan,4592100.0,539400.0,1230,RD 1504,Torcieu,R
1197,13560002,elan,4374032.0,509750.0,13560,17 route nationale 7,Sénas,R
8786,79510002,elan,4698633.0,-44223.000000005,79150,Rue du Pont Cadoret,Argenton-les-Vallées,R
6158,59237001,elan,5068003.0,299646.0,59237,31 Rue de Pérenchies,Verlinghem,R
118,1800002,elan,4582100.0,520000.0,1800,11 route de Port-Galland,Saint-Maurice-de-Gourdans,R
3208,31810003,elan,4343800.0,142600.0,31810,AVENUE DE TOULOUSE,VERNET,R
