,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
913,12170001,carrefour,4402900.0,253400.0,12170,28 Avenue de la Vallée du Tarn,REQUISTA,R
914,12170004,carrefour,4403700.0,252300.0,12170,80 Avenue d'Albi,Réquista,R
1,1000002,carrefour,4621842.0,522767.0,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,R
107,1630001,carrefour,4624200.0,602500.0,1630,RUE DE GENEVE -,SAINT-GENIS-POUILLY,R
2548,27140002,carrefour,4927900.0,178700.0,27140,30 Rue du Bouloir,GISORS,R
165,2230002,carrefour,4995800.0,343000.0,2230,1000 rue jean jaures,Fresnoy-le-Grand,R
164,2220001,carrefour,4934100.0,352900.0,2220,34 BD DE MONTPELLIER,BRAINE,R
711,9300005,carrefour,4292800.0,185800.0,9300,RUE DU 8 MAI 1945,LAVELANET,R
105,1600002,carrefour,4593472.4745,479062.770497,1600,324 Route de Lyon,TREVOUX,R
353,4700003,carrefour,4392768.0,589091.0,4700,RN 96 CENTRE COMMERCIAL LE PLAN,LA BRILLANNE,R
2551,27150001,carrefour,4930100.0,161900.0,27150,ZA PORTE ROUGE,Étrépagny,R
168,2250001,carrefour,4974300.0,377300.0,2250,Rue Saint Nicolas,MARLE,R
751,10200003,carrefour,4822800.0,471000.0,10200,Rue Louis Desprez,BAR-SUR-AUBE,R
678,8400004,carrefour,4940500.0,469700.0,8400,Rue Verte,VOUZIERS,R
2506,26700001,carrefour,4437701.0,470128.0,26700,CC LA CROIX D'OR,PIERRELATTE,R
1650,18000014,carrefour,4706700.0,241600.0,18000,114 Avenue de Dun-sur-Auron,Bourges,R
154,2190007,carrefour,4943503.6675202,396689.49241097,2190,3 Rue Pierre Curtil,Guignicourt,R
892,12100004,carrefour,4409100.0,307700.0,12100,AVENUE DU PONT LEROUGE,Millau,R
1646,18000001,carrefour,4710300.0,241000.0,18000,AVENUE DE LATTRE DE TASSIGNY,BOURGES,R
683,8700001,carrefour,4981889.0,474094.0,8700,Rue Parmentier,NOUZONVILLE,R
728,10100001,carrefour,4851018.0,371443.0,10100,AVENUE DIDEROT,Romilly-sur-Seine,R
2544,27130001,carrefour,4873900.0,94200.0,27130,ZA PONT ROUGE,VERNEUIL-SUR-AVRE,R
104,1600001,carrefour,4582800.0,497200.0,1700,Rue du Figuier,MIRIBEL,R
7849,72200001,carrefour,4770100.0,-9400.0,72200,ROUTE DES MOLLANS,La Flèche,R
17,1110001,carrefour,4597800.0,559900.0,1110,Rue Masonod,HAUTEVILLE-LOMPNES,R
1096,13160004,carrefour,4387900.0,485000.0,13160,AVENUE DELATTRE DE TASSIGNY,Châteaurenard,R
2585,27320001,carrefour,4877000.0,120200.0,27320,LA POTINIERE,NONANCOURT,R
2669,28260003,carrefour,4885967.0,142303.0,28260,Route d'Anet,Saussay,R
1069,13120001,carrefour,4346500.0,546400.0,13120,Petit Chemin d'Aix,Gardanne,R
63,1340005,carrefour,4633472.64,512600.21,1340,103 RUE DES LUYERS,Montrevel-en-Bresse,R
2592,27380001,carrefour,4937100.0,138600.0,27380,LES PRES DE LA BOUVERIE,Charleval,R
2593,27380002,carrefour,4936100.0,135500.0,27380,rue de Général de Gaulle,FLEURY-SUR-ANDELLE,R
1382,14700001,carrefour,4889629.86744,-19240.9332928,14700,33 RUE GEORGES CLEMENCEAU,FALAISE,R
290,3630004,carrefour,4635500.0,262100.0,3630,51 RUE DE LA REPUBLIQUE,DESERTINES,R
143,2120003,carrefour,4990316.0,362899.0,2120,RUE SADI CARNOT,GUISE,R
2228,24200001,carrefour,4492000.0,120600.0,24200,Route de Brive,Sarlat-la-Canéda,R
1365,14500003,carrefour,4884700.0,-88700.0,14500,PARC COMMERCIAL DE LA DOUITEE,VIRE,R
2235,24220002,carrefour,4486213.37672,103980.008932,24220,VOIE DE LA VALLEE,SAINT-CYPRIEN,R
1362,14470002,carrefour,4932300.0,-45200.0,14470,Route Anglaise,COURSEULLES-SUR-MER,R
2226,24170002,carrefour,4481019.0,98906.999999998,24170,Lieu-dit Le Bout de la Côte,Siorac-en-Périgord,R
512,6530007,carrefour,4363444.9,685390.1,6530,Faisse longue-route de draguignan - Lotissement le Hameau du Val du Tignet,Tignet,R
1346,14390001,carrefour,4928814.0,-12678.0,14390,RD 400,CABOURG,R
297,3800007,carrefour,4608417.9728058,320071.52920654,3800,1 AVENUE DES PORTES OCCITANES,GANNAT,R
1084,13130002,carrefour,4348942.0,517369.0,13130,Boulevard Henri Wallon,Berre-l'Étang,R
1024,13012028,carrefour,4331700.0,544000.0,13012,7 CHEMIN DES AMARYLLIS,MARSEILLE,R
2253,24310002,carrefour,4538100.0,64600.0,24310,Puy Laurent,BRANTôME,R
2554,27160001,carrefour,4885200.0,92000.0,27160,route de Conches,Breteuil,R
1558,17170003,carrefour,4622656.32575,-87152.9785626,17170,AV DE LA JUILLERIE,Ferrières,R
2555,27170002,carrefour,4902978.0,74290.999999998,27170,Route de Beaumont,Beaumont-le-Roger,R
2684,28320002,carrefour,4853229.5396,168398.622791,28320,ROUTE D'EPERNON,GALLARDON,R
286,3600001,carrefour,4629400.0,274100.0,3600,Avenue Edouard Vaillant,COMMENTRY,R
2029,21700001,carrefour,4713300.0,496700.0,21700,12 RUE ARNOULT,NUITS-SAINT-GEORGES,R
125,2000003,carrefour,4957005.31713,360820.562241,2000,16 RUE FERNAND CHRIST,LAON,R
1417,15100005,carrefour,4503800.0,306500.0,15100,Route d'Aurillac,SAINT-FLOUR,R
7977,73400003,carrefour,4574710.723,641838.041,73400,14 Rue Antoine Borrel,UGINE,R
3995,38140001,carrefour,4535800.0,549300.0,38140,151 RUE DE LA CHARTREUSE,RIVES,R
6916,64220004,carrefour,4316500.0,-123400.0,64220,AV DU JAI ALAI,Saint-Jean-Pied-de-Port,R
4043,38270005,carrefour,4534100.0,504800.0,38270,170 Avenue d'Auenwald,Beaurepaire,R
6688,62660001,carrefour,5051700.0,268300.0,62660,ROUTE DE LILLE,BEUVRY,R
7876,72330001,carrefour,4783000.0,7700.0,72330,62 Rue Nationale,CéRANS-FOULLETOURTE,R
4026,38230001,carrefour,4575200.0,517500.0,38230,Rue des Aubépines,PONT-DE-CHéRUY,R
5509,53000006,carrefour,4806828.48174,-76181.8336311,53000,61 Boulevard Félix Grat,LAVAL,R
4023,38220001,carrefour,4507800.0,577300.0,38220,RN 91,Vizille,R
5529,53200001,carrefour,4782400.0,-70700.0,53200,PLACE DU CHAMP DE FOIRE,CHâTEAU-GONTIER,R
7882,72400001,carrefour,4818200.0,66200.0,72400,AVENUE PIERRE BRULE,LA FERTé-BERNARD,R
65,1350004,carrefour,4584733.2623162,578691.58896959,1350,450 AVENUE JEAN FALCONNIER,Culoz,R
6444,61100007,carrefour,4876653.00919,-72290.5356341,61800,ROUTE DE PARIS,TINCHEBRAY,R
4017,38200017,carrefour,4553800.0,487400.0,38200,19 avenue Berthelot,Vienne,R
6442,61100003,carrefour,4875200.0,-57500.0,61100,Le Tremblay,Flers,R
4010,38190001,carrefour,4526645.0,591531.0,38190,Route départementale 523 Bois de Chalimbeaud,Froges,R
9069,83140001,carrefour,4310300.0,582100.0,83140,Avenue de la Mer,SIX-FOURS-LES-PLAGES,R
4020,38210001,carrefour,4529400.0,550900.0,38210,Route de Saint-Quentin S/ Isère,Tullins,R
8029,74100013,carrefour,4618189.7751965,623818.91428537,74100,90 Route de Bonneville,ANNEMASSE,R
0,1000001,carrefour,4620100.0,519800.0,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-LèS-BOURG,R
70,1390001,carrefour,4592700.0,495800.0,1390,70 Allées des Marronniers,Saint-André-de-Corcy,R
2068,22170005,carrefour,4853740.59,-299492.14,22170,34 rue de saint brieuc,Plouagat,R
2582,27310008,carrefour,4935260.35,80636.98,27310,405 RUE DES PORTES,Bourg-Achard,R
1446,15400003,carrefour,4528800.0,266900.0,15400,zi du Sedour,Riom-Ès-Montagnes,R
5516,53100001,carrefour,4830817.0,-62956.0,53100, Rue de Bretagne,MAYENNE,R
281,3500002,carrefour,4631156.0,328058.0,3500,Route de Montmarault,SAINT-POURçAIN-SUR-SIOULE,R
461,6250001,carrefour,4357982.7627634,699596.74750295,6250,3256 CHEMIN DE CARIMAÏ,MOUGINS,R
948,12400001,carrefour,4395800.0,287000.0,12400,Lotissement de Vaxergues,SAINT-AFFRIQUE,R
576,7140001,carrefour,4440600.0,413700.0,7140,Centre Commercial La Clairette,LES VANS,R
2151,22710001,carrefour,4880248.0,-330911.0,22710,31 Rue de Lannion,Penvénan,R
40,1220001,carrefour,4634300.0,614100.0,1220,691 AVENUE DU CRET D'EAU,Divonne-les-Bains,R
2645,28130001,carrefour,4858726.0,157307.0,28130,RUE DU MOULIN,PIERRES,R
2191,23600001,carrefour,4635000.0,221500.0,23600,avenue de bourbonnais,BOUSSAC,R
2159,22960001,carrefour,4844553.832,-275129.545,22960,"2, RUE DU CHALLONGE",PLEDRAN,R
36,1200001,carrefour,4610600.0,582300.0,1200,69 Rue de la République,Bellegarde-sur-Valserine,R
1192,13530001,carrefour,4345200.0,568100.0,13530,Z.a.c. de la Burlière,TRETS,R
241,3160001,carrefour,4658333.0,306336.0,3160,Avenue Emile Guillaumin,BOURBON-L'ARCHAMBAULT,R
2174,23200001,carrefour,4594800.0,217200.0,23200,La Rebeyrette,AUBUSSON,R
2178,23230001,carrefour,4619516.0,223891.0,23230, Avenue du Berry,GOUZON,R
26,1150001,carrefour,4590200.0,534600.0,1150,8 RUE DE L'INDUSTRIE,LAGNIEU,R
238,3150005,carrefour,4631600.0,339800.0,3150,98 avenue de Chazeuil,VARENNES-SUR-ALLIER,R
32,1170002,carrefour,4632200.0,605300.0,1170,Lieu-Dit les Vertes Campagnes,GEX,R
2134,22580001,carrefour,4869100.0,-293300.0,22580,Le Chene Vert,PLOUHA,R
1336,14310003,carrefour,4908000.0,-64800.0,14310,RUE GEORGES CLEMENCEAU,VILLERS-BOCAGE,R
593,7200010,carrefour,4460500.0,438700.0,7200,56 Avenue de Bellande,Aubenas,R
2655,28170001,carrefour,4857700.0,123900.0,28170,route du mans,THIMERT-GâTELLES,R
2604,27500001,carrefour,4934984.83373,53089.6138584,27500,Avenue de l'Europe,PONT-AUDEMER,R
1087,13140001,carrefour,4357594.0,499821.0,13140,Boulevard Jacques Minet,MIRAMAS,R
1330,14270001,carrefour,4907300.0,-7400.0,14270,AV JEAN JAURES,Mézidon-Canon,R
2605,27500002,carrefour,4935500.0,50000.0,27500,Rue de l'Étang,PONT-AUDEMER,R
1326,14230003,carrefour,4931862.92,-110089.57,14230,Place de l'hôtel de ville,Isigny-sur-Mer,R
517,6560001,carrefour,4364500.0,704900.0,6560,Chemin du Darbousson,VALBONNE,R
2183,23300005,carrefour,4623400.0,148300.0,23300,Rue François Durand,LA SOUTERRAINE,R
663,8230001,carrefour,4992799.55609,452567.373636,8230,Route de la Petite Chapelle,ROCROI,R
2147,22650002,carrefour,4858000.0,-213600.0,22650,Route de Plancoet,Ploubalay,R
2201,24100007,carrefour,4484832.0,49248.0,24100, Boulevard Auguste Comte,BERGERAC,R
120,1960001,carrefour,4618200.0,521400.0,1960,Chemin de Bellevue,PERONNAS,R
150,2170001,carrefour,5001300.0,378100.0,2170,RUE DES VERRIERS,LE NOUVION-EN-THIéRACHE,R
955,12450001,carrefour,4429682.0,255795.0,12450,Avenue de Rodez,LUC-LA-PRIMAUBE,R
654,8170001,carrefour,4998900.0,469200.0,8170,rue des evignes,FUMAY,R
467,6260002,carrefour,4395475.5139463,689044.101879,6260,RN 202 Quartier St-Roch,PUGET-THENIERS,R
2037,21800010,carrefour,4730311.3001183,512146.3690616,21800,4 rue buffon,Chevigny-Saint-Sauveur,R
2565,27210008,carrefour,4934689.1592656,33742.412939517,27210,273 RUE ALBERT SOREL,Beuzeville,R
2045,22100001,carrefour,4846400.0,-208700.0,22100,C CIAL LE CHENE,QUEVERT,R
2566,27220001,carrefour,4891113.13187,126506.172983,27220,RD 52,SAINT-ANDRé-DE-L'EURE,R
645,8110001,carrefour,4962000.0,519100.0,8110,route nationale,Blagny,R
2567,27230004,carrefour,4914100.0,45700.0,27230,16 route de Lieurey,Thiberville,R
2648,28150001,carrefour,4826800.0,163200.0,28150,rue Loigny La Bataille,VOVES,R
2570,27240001,carrefour,4886599.0,107086.0,27240,ROUTE DE VERNEUIL,DAMVILLE,R
2064,22150005,carrefour,4835079.047,-276064.927,22150,35 RUE DE MONTIFAULT,Plœuc-L'Hermitage,R
2254,24310003,carrefour,4535705.0,65291.4,24310,Avenue du 8 mai 1945,Brantôme,R
624,7430002,carrefour,4526100.0,470300.0,7430,Route de Lyon,DAVéZIEUX,R
1576,17250002,carrefour,4583000.0,-87700.0,17250,29 Rue Claire Pertus,PONT-L'ABBE-D'ARNOULT,R
1339,14320003,carrefour,4911400.0,-37400.0,14320,RN 162,SAINT-MARTIN-DE-FONTENAY,R
1333,14290001,carrefour,4902400.0,41300.0,14290,RTE DE BERNAY,ORBEC,R
1138,13300011,carrefour,4365300.0,510000.0,13300,"Avenue de Bretagne, les Canourgues",Salon-de-Provence,R
252,3270001,carrefour,4605456.08,347014.954,3270,3 RUE DU BOIS DES JARRAUX,SAINT-YORRE,R
1149,13340001,carrefour,4349200.0,522900.0,13340,LE PLAN,ROGNAC,R
2624,27930001,carrefour,4895706.02407,93545.35676,27190,13 AVENUE JEAN MOULIN,CONCHES-EN-OUCHE,R
2202,24100008,carrefour,4485335.52754,51377.9259572,24100,Route de Sainte Alvère,BERGERAC,R
2574,27260002,carrefour,4924100.0,38000.0,27260,Route de Lisieux,CORMEILLES,R
6493,61500004,carrefour,4860000.0,17100.0,61500,Rue du général Leclerc,Sées,R
6497,61700003,carrefour,4858500.0,-64700.0,61700,16 Rue du Mont Margantin,Domfront,R
9573,87000002,carrefour,4582000.0,122400.0,87000,Avenue du Roussillon,LIMOGES,R
4575,43100001,carrefour,4531100.0,337500.0,43100,Route de Clermont,BRIOUDE,R
6634,62340001,carrefour,5086232.70932,188456.97499,62340,ZAE DU MOULIN A HUILE,GUîNES,R
7013,65300002,carrefour,4309800.0,39900.0,65300,CENTRE COMMERCIAL LA RAMONDIA,LANNEMEZAN,R
4583,43120001,carrefour,4529070.447,416960.856,43120,rue jean martouret,MONISTROL-SUR-LOIRE,R
4592,43190003,carrefour,4510855.2970837,429583.88576009,43190,44 Rue de Saint-Agrève,Tence,R
4547,42600001,carrefour,4560100.0,406100.0,42600,4 route de Feurs,Montbrison,R
6618,62280002,carrefour,5073700.0,162200.0,62280,Route de Calais,SAINT-MARTIN-BOULOGNE,R
4540,42510001,carrefour,4582099.0,417891.0,42510,RUE DES GLACIERES,BALBIGNY,R
4537,42500001,carrefour,4539672.290097,432354.22642679,42500,5 RUE EMILE ZOLA,LE CHAMBON-FEUGEROLLES,R
6617,62280001,carrefour,5070586.0,161382.0,62280, Route de Paris,SAINT-MARTIN-BOULOGNE,R
6616,62270002,carrefour,5027748.0,229229.0,62270,"5,RUE JULES FERRY",FRéVENT,R
7019,65400001,carrefour,4301400.0,-9800.0,65400,Route du stade,ARGELES GAZOST,R
4521,42420001,carrefour,4551000.0,457400.0,42420,RUE D'ASSAILLY,LORETTE,R
6614,62260002,carrefour,5051600.0,247600.0,62260,RUE D ALLOUAGNE,AUCHEL,R
4509,42370003,carrefour,4605274.2688023,393023.13405276,42370,2 Rue du Tacot,RENAISON,R
7099,66650002,carrefour,4248173.0,312928.0,66650,RN 114 ZAC DE LA RECTORIE,BANYULS-SUR-MER,R
7106,66740003,carrefour,4254800.0,294100.0,66740,ROUTE D ARGELES,Laroque-des-Albères,R
4506,42340001,carrefour,4556400.0,429100.0,42340,12 avenue Henri PLANCHET,VEAUCHE,R
7002,65170002,carrefour,4282800.0,33300.0,65170,ROUTE DE VIELLE AURE,Bourisp,R
5138,49110003,carrefour,4726708.8063571,-102493.68373938,49110,LES 4 ROUTES,Saint-Pierre-Montlimart,R
4600,43220001,carrefour,4521400.0,434600.0,43220,Rue Traversière,Dunières,R
9281,84120006,carrefour,4368100.0,550100.0,84120,"Route d'Aix en Provence, Quartier Saint Martin",Pertuis,R
6986,65000001,carrefour,4322800.0,8800.0,65000,Place Germain Claverie,TARBES,R
4373,41000020,carrefour,4759557.563159,130107.17505701,41000,1 rue Duguay Trouin,Blois,R
5194,49400006,carrefour,4723100.0,-11700.0,49400,ZAC DU CHAMP BLANCHARD RUE DE L'AVENIR,DISTRE,R
4753,44450003,carrefour,4724800.0,-137100.0,44450,Centre Commercial du Chêne - l'Aulnaie,SAINT-JULIEN-DE-CONCELLES,R
6608,62250001,carrefour,5080900.0,169600.0,62250,Avenue Ferber,MARQUISE,R
9324,84320001,carrefour,4400506.0,493210.0,84320,515 Route de Carpentras,ENTRAIGUES-SUR-LA-SORGUE,R
4402,41260001,carrefour,4761100.0,135900.0,41260,1 route Nationale 152,LA CHAUSSéE-SAINT-VICTOR,R
6589,62217001,carrefour,5026572.3865055,279856.87314238,62217,rue Bleuets,BEAURAINS,R
4377,41100003,carrefour,4780500.0,107100.0,41100,ROUTE NATIONAL 10,Vendôme,R
5293,50330003,carrefour,4966026.0,-141140.0,50330,RUE DES PAVILLONS,Saint-Pierre-Église,R
5286,50300004,carrefour,4868647.0,-136356.0,50300,RUE DU GENERAL DE GAULLE,AVRANCHES,R
6604,62232002,carrefour,5054055.2606169,260780.70661317,62232,2 RUE DU RENOUVEAU,VENDIN LES BETHUNE,R
5280,50270002,carrefour,4938496.0,-175198.0,50270,le pont rose,Barneville-Carteret,R
4404,41300001,carrefour,4742400.0,205300.0,41300,74 BD REPUBLIQUE,SALBRIS,R
5262,50190001,carrefour,4918900.0,-140400.0,50190,Rue de Carentan,PéRIERS,R
5271,50220002,carrefour,4861700.0,-128000.0,50220,59 Avenue Émile Dehousse,DUCEY,R
9890,91190001,carrefour,4869400.0,212100.0,91190,CHEVRY BELLEVILLE,GIF-SUR-YVETTE,R
5164,49240003,carrefour,4750389.3800361,-58604.066482388,49240,30 Avenue Pierre Mendes France,Avrillé,R
6990,65000009,carrefour,4323426.0,5428.0,65000, Boulevard Lacaussade,TARBES,R
4419,41400004,carrefour,4731800.0,118600.0,41400,CENTRE COMMERCIAL MONTPARNASSE,FAVEROLLES-SUR-CHER,R
9247,83790001,carrefour,4330200.0,623600.0,83790,Lieu dit le Fege- RN97,Pignans,R
4604,43240001,carrefour,4533045.08207,431906.795317,43240,D 500,SAINT-JUST-MALMONT,R
4495,42290001,carrefour,4548100.0,444400.0,42290,2 RUE DU MOULIN GILLIER,SORBIERS,R
4497,42300001,carrefour,4603273.0,406744.0,42300,RUE ALEXANDRE RAFFIN,ROANNE,R
4567,42800001,carrefour,4552641.0,460850.0,42800, Rue Jean-Baptiste Berlier,RIVE-DE-GIER,R
7083,66400006,carrefour,4249000.0,275100.0,66400,place de la resistance,ceret,R
6629,62310001,carrefour,5051200.0,213400.0,62310,ROUTE DE HESDIN,FRUGES,R
7064,66220001,carrefour,4280900.0,250000.0,66220,Lotissement le Pla,SAINT-PAUL-DE-FENOUILLET,R
6631,62320001,carrefour,5039300.0,292300.0,62320,ROUTE DE DROCOURT,ROUVROY,R
6632,62330001,carrefour,5060900.0,247200.0,62330,Rue de l'Eglise Berguette,ISBERGUES,R
5264,50200001,carrefour,4903815.80485,-144789.571173,50200,Rue de la Planche Maurice,COUTANCES,R
4375,41000022,carrefour,4758142.578404,129938.05014435,41000,1 rue de la Quinière,Blois,R
5368,51100029,carrefour,4927198.0,402634.0,51100,31 Rue de Neufchâtel,Reims,R
6933,64270002,carrefour,4347492.0,-91425.000000002,64270,Route d'Orthez,Salies-de-Béarn,R
4216,39220005,carrefour,4647900.0,606400.0,39220,1140 route blanche,Les Rousses,R
5393,51170001,carrefour,4930961.06289,368670.452849,51170,RUE DE LA GARE,FISMES,R
4256,40000001,carrefour,4388300.0,-48200.0,40000,19 Boulevard Yves Mainguy,MONT-DE-MARSAN,R
6572,62160002,carrefour,5044800.0,272000.0,62160,18 rue Casimir Beugnet,BULLY-LES-MINES,R
7529,69480005,carrefour,4594300.0,471500.0,69480,Route de Villefranche,ANSE,R
7424,69140005,carrefour,4581700.0,489100.0,69140,2489 Route de Strasbourg,RILLIEUX-LA-PAPE,R
5331,50560001,carrefour,4906500.0,-159500.0,50560,Chemin amour ZA les landelles,BLAINVILLE-SUR-MER,R
5330,50550002,carrefour,4958900.0,-128000.0,50550,1 rue marcel pignot,Saint-Vaast-la-Hougue,R
7434,69190001,carrefour,4570800.0,485500.0,69190,2 place des 4 chemins,SAINT-FONS,R
5323,50500004,carrefour,4930700.0,-125300.0,50500,Chemin de Pommenauque,CARENTAN,R
6586,62210001,carrefour,5041400.0,283500.0,62210,14 Rue René Lannoy,Avion,R
7650,70500001,carrefour,4782741.0,590571.0,70500, Avenue de Verdun,JUSSEY,R
4335,40400004,carrefour,4382800.0,-80500.0,40400,le claous,TARTAS,R
4680,44220005,carrefour,4721363.0,-172222.0,44220, Boulevard Paul Langevin,COUERON,R
4345,40500001,carrefour,4374900.0,-56400.0,40500,15 bis avenue du Tursan,SAINT-SEVER,R
4350,40550001,carrefour,4388670.0,-129501.0,40550,Route des Lacs,LéON,R
6651,62450001,carrefour,5010600.0,284300.0,62450,Avenue des frères Davion,BAPAUME,R
6647,62400003,carrefour,5054721.0,266418.0,62400,Rue du 11 Novembre,ESSARS,R
4360,40700004,carrefour,4365700.0,-58000.0,40700,Avenue du Tursan,Hagetmau,R
4361,40800002,carrefour,4373203.0,-26679.0,40800,route de tarbes,Aire-sur-l'Adour,R
4318,40300003,carrefour,4355000.0,-112300.0,40300,Route de Bayonne,PEYREHORADE,R
6692,62690001,carrefour,5035000.0,258200.0,62690,50 rue GEORGES LAMIOT,AUBIGNY-EN-ARTOIS,R
7448,69210008,carrefour,4584200.0,460700.0,69210,RUE CLAUDE TERRASSE,L'Arbresle,R
5333,50570002,carrefour,4909916.0,-124241.0,50570,RUE DE LA CHAPONIERE,MARIGNY,R
9883,91160010,carrefour,4869400.0,228200.0,91160,1 rue du pont neuf,Saulx-les-Chartreux,R
7578,69800010,carrefour,4569369.566,494000.494,69800,13 Bd Edouard HERRIOT,SAINT-PRIEST,R
5401,51210001,carrefour,4887300.0,354000.0,51210,RUE DU FAUBOURG DE CONDE,MONTMIRAIL,R
5429,51420001,carrefour,4928500.0,410900.0,51420,Boulevard Charles de Gaulle,WITRY-LèS-REIMS,R
7564,69680002,carrefour,4573704.0,497295.0,69680,44 Route de Genas,CHASSIEU,R
6567,62152001,carrefour,5063000.0,164600.0,62152,ROUTE DE BOULOGNE,NESLES,R
6665,62520001,carrefour,5051152.0,162056.0,62520, Avenue Georges Besse,LE TOUQUET-PARIS-PLAGE,R
7557,69620003,carrefour,4592705.1919656,455807.035401,69620,LES PONTS TARRETS 118 RD 385,LEGNY,R
4243,39570001,carrefour,4667300.0,558000.0,39570,Route de Champagnole,PERRIGNY,R
7606,70100002,carrefour,4743804.02238,559935.915428,70100,ZA GRAY SUD CARREFOUR DES HAUTS PRES,GRAY,R
7551,69590001,carrefour,4563700.0,446200.0,69590,Avenue Emmanuel Clément,SAINT-SYMPHORIEN-SUR-COISE,R
5366,51100002,carrefour,4926584.0,403950.0,51100,47 Rue Gosset,Reims,R
7544,69550001,carrefour,4598163.0,433531.0,69550,Z.i. la Gaité,Amplepuis,R
7543,69540001,carrefour,4568800.0,482500.0,69540,Rue du Chateau d'Yvours,Irigny,R
5365,51100001,carrefour,4925166.0,404689.0,51100,5 Avenue Georges Clemenceau,REIMS,R
4716,44350001,carrefour,4729100.0,-239800.0,44350,ROUTE DE LA BAULE,GUERANDE,R
6571,62160001,carrefour,5044300.0,269600.0,62160,Impasse de l'Épinette,AIX-NOULETTE,R
6555,62140001,carrefour,5037100.0,202700.0,62140,ROUTE DE MONTREUIL,MARCONNELLE,R
6646,62400002,carrefour,5052533.0,265029.0,62400,655 Rue de Lille,Béthune,R
4732,44380001,carrefour,4725800.0,-231800.0,44380,1 AVENUE DU HECQUEUX,PORNICHET,R
5445,51700001,carrefour,4907200.0,363800.0,51700,rue du faubourg chavenay,DORMANS,R
6536,62126001,carrefour,5076535.0,161844.0,62126,99 Rue Raoul Lebeurre,WIMILLE,R
4175,38920002,carrefour,4527400.0,588600.0,38920,431 AVENUE AMBROISE-CROIZAT,Crolles,R
7716,71250008,carrefour,4643700.0,465000.0,71250,Rue Maurice Lacoque,Cluny,R
9116,83260001,carrefour,4315400.0,607000.0,83260,ZI Le Patrimoine,LA CRAU,R
7699,71200011,carrefour,4680824.867,442894.694,71200,centre commercial de l arche,Le Creusot,R
7695,71170001,carrefour,4620400.0,433600.0,71170,"1, AVENUE VAN DE WALLE",Chauffailles,R
5388,51130001,carrefour,4889900.0,400600.0,51130,AVENUE DU GENERAL DE GAULLE,VERTUS,R
6930,64260002,carrefour,4310900.0,-43200.0,64260,22 rue du Parc National,ARUDY,R
4423,41600001,carrefour,4760100.0,202700.0,41600,20 RUE GAUGIRAN,LAMOTTE-BEUVRON,R
9253,83980001,carrefour,4313600.0,635900.0,83980,Avenue du Maréchal Juin,LE LAVANDOU,R
4490,42240001,carrefour,4540000.0,425900.0,42240,10 RUE DE PRESIDENT KENNEDY,UNIEUX,R
4850,45240001,carrefour,4772163.454,194436.048044,45240,RUE DES PRES FLEURIS,LA FERTé-SAINT-AUBIN,R
3831,36000003,carrefour,4680500.0,167400.0,36000,40 Avenue d'Argenton,CHâTEAUROUX,R
9002,82170001,carrefour,4382410.0,128994.0,82170,126 Route d'Aucamville,Grisolles,R
8145,74930001,carrefour,4613200.0,627000.0,74930,210 rue de BERSAT,REIGNIER,R
4846,45210005,carrefour,4809300.0,280200.0,45210,ROUTE DU BIGNON,FERRIèRES-EN-GâTINAIS,R
3842,36130001,carrefour,4681900.0,174600.0,36130,ZAC DU GRAND DEOLS,Déols,R
3846,36150001,carrefour,4706879.0,180729.0,36150,Route de Chateauroux,VATAN,R
8124,74570004,carrefour,4600600.0,618700.0,74570,81 ROUTE DU PLOT,GROISY,R
3849,36200001,carrefour,4657500.0,153500.0,36200,Route de Gargilesse PAUMULE,LE PêCHEREAU,R
9359,84700007,carrefour,4400503.69,487475.61,84700,place Wettenberg,Sorgues,R
8143,74910003,carrefour,4596065.0,583663.0,74910,Route de Genève,Seyssel,R
8141,74800005,carrefour,4607000.0,632000.0,74800,80 ROUTE DE LA ROCHE,AMANCY,R
6406,60530003,carrefour,4922900.0,228200.0,60530,ZI route de Crouy,Neuilly-en-Thelle,R
6384,60360001,carrefour,4960400.0,208500.0,60360,Avenue du Général de Gaulle,CRèVECOEUR-LE-GRAND,R
8223,76133001,carrefour,4956180.0,22054.0,76133,RUE ARISTIDE BRIAND,ÉPOUVILLE,R
3729,35310004,carrefour,4805900.0,-187300.0,35310,Lieu-dit Le Pommeret,Bréal-sous-Montfort,R
6849,63700004,carrefour,4616000.0,283800.0,63700,Rue Jean Moulin,Saint-Éloy-les-Mines,R
8216,76110001,carrefour,4964469.0,37595.0,76110,Route de Valmont,Goderville,R
8979,81990003,carrefour,4389247.503,216522.366,81990,1 rue d'al causse,PUYGOUZON,R
6381,60340001,carrefour,4920800.0,239100.0,60340,ROUTE DE PRECY,VILLERS-SOUS-SAINT-LEU,R
6388,60390001,carrefour,4936800.0,198700.0,60390,450 Rue des Aulnes,AUNEUIL,R
8148,74950001,carrefour,4606500.0,655100.0,74950,AVENUE DES LACS,SCIONZIER,R
4853,45250001,carrefour,4762473.14093,275059.473298,45250,Route d'Ousson,BRIARE,R
6394,60420001,carrefour,4955300.0,253300.0,60420,2 rue de la croix de coivrel,Maignelay-Montigny,R
5553,53600003,carrefour,4815300.0,-40400.0,53600,"8, Avenue des Sports",ÉVRON,R
